lex	beep	length	hce
TUFT'S	t ah f t s	5	t ɐ f t s
TUFTER	t ah f t ax	5	t ɐ f t ə
TUFTS	t ah f t s	5	t ɐ f t s
TUFTY	t ah f t iy	5	t ɐ f t iː
TUGGERS	t ah g ax z	5	t ɐ g ə z
TUGGING	t ah g ih ng	5	t ɐ g ɪ ŋ
TULES	t y uw l z	5	t j ʉː l z
TULLER	t y uw l ax	5	t j ʉː l ə
TULLES	t y uw l z	5	t j ʉː l z
TULLIAN	t ah l ia n	5	t ɐ l ɪə n
TULLIS	t ah l ih s	5	t ɐ l ɪ s
TUMBER	t ah m b ax	5	t ɐ m b ə
TUMBLE	t ah m b l	5	t ɐ m b l
TUMMIES	t ah m ih z	5	t ɐ m ɪ z
TUMMY'S	t ah m iy z	5	t ɐ m iː z
TUMOUR	t y uw m ax	5	t j ʉː m ə
TUMPS	t ah m p s	5	t ɐ m p s
TUNA	t y uw n ax	5	t j ʉː n ə
TUNE'S	t y uw n z	5	t j ʉː n z
TUNED	t y uw n d	5	t j ʉː n d
TUNER	t y uw n ax	5	t j ʉː n ə
TUNES	t y uw n z	5	t j ʉː n z
TUNG-OIL	t ah ng oy l	5	t ɐ ŋ oɪ l
TUNGKU	t ah ng k uw	5	t ɐ ŋ k ʉː
TUNKER	t ah ng k ax	5	t ɐ ŋ k ə
TUNKS	t ah ng k s	5	t ɐ ŋ k s
TUNKU	t ah ng k uw	5	t ɐ ŋ k ʉː
TUNNEL'S	t ah n l z	5	t ɐ n l z
TUNNELED	t ah n l d	5	t ɐ n l d
TUNNELER	t ah n l ax	5	t ɐ n l ə
TUNNELLED	t ah n l d	5	t ɐ n l d
TUNNELS	t ah n l z	5	t ɐ n l z
TUNNERS	t ah n ax z	5	t ɐ n ə z
TUNNIES	t ah n ih z	5	t ɐ n ɪ z
TUNNING	t ah n ih ng	5	t ɐ n ɪ ŋ
TUPA'S	t ah p ey z	5	t ɐ p æɪ z
TUPENNY	t ah p ng iy	5	t ɐ p ŋ iː
TUPPEN	t ah p ax n	5	t ɐ p ə n
TUPPER'S	t ah p ax z	5	t ɐ p ə z
TUPPERS	t ah p ax z	5	t ɐ p ə z
TURBAN	t er b ax n	5	t ɜː b ə n
TURBID	t er b ih d	5	t ɜː b ɪ d
TURBINE	t er b ay n	5	t ɜː b ɑe n
TURBOT	t er b ax t	5	t ɜː b ə t
TURFING	t er f ih ng	5	t ɜː f ɪ ŋ
TURGEON	t er jh ax n	5	t ɜː dʒ ə n
TURGID	t er jh ih d	5	t ɜː dʒ ɪ d
TURKEY'S	t er k iy z	5	t ɜː k iː z
TURKEYED	t er k iy d	5	t ɜː k iː d
TURKEYS	t er k ih z	5	t ɜː k ɪ z
TURKISH	t er k ih sh	5	t ɜː k ɪ ʃ
TURKU'S	t er k uw z	5	t ɜː k ʉː z
TURKUS	t er k uw z	5	t ɜː k ʉː z
TURMAN	t er m ax n	5	t ɜː m ə n
TURMOIL	t er m oy l	5	t ɜː m oɪ l
TURN-OFF	t er n oh f	5	t ɜː n ɔ f
TURN-ON	t er n oh n	5	t ɜː n ɔ n
TURN-OUT	t er n aw t	5	t ɜː n æɔ t
TURN-UP	t er n ah p	5	t ɜː n ɐ p
TURNAGE	t er n ey jh	5	t ɜː n æɪ dʒ
TURNBOUGH	t er n b aw	5	t ɜː n b æɔ
TURNBOW	t er n b ow	5	t ɜː n b əʉ
TURNER	t er n ax r	5	t ɜː n ə ɹ
TURNER'S	t er n ax z	5	t ɜː n ə z
TURNERS	t er n ax z	5	t ɜː n ə z
TURNING	t er n ih ng	5	t ɜː n ɪ ŋ
TURNIP	t er n ih p	5	t ɜː n ɪ p
TURNIT	t er n ih t	5	t ɜː n ɪ t
TURNKEY	t er n k iy	5	t ɜː n k iː
TURNLEY	t er n l ey	5	t ɜː n l æɪ
TURNOFF	t er n ao f	5	t ɜː n oː f
TURNOUT	t er n aw t	5	t ɜː n æɔ t
TURPEN	t er p ax n	5	t ɜː p ə n
TURRET	t ah r ih t	5	t ɐ ɹ ɪ t
TURTLE'S	t er t l z	5	t ɜː t l z
TURTLED	t er t l d	5	t ɜː t l d
TURTLER	t er t l ax	5	t ɜː t l ə
TURTLES	t er t l z	5	t ɜː t l z
TURTLEY	t er t l ey	5	t ɜː t l æɪ
TUSHES	t ah sh ih z	5	t ɐ ʃ ɪ z
TUSHING	t ah sh ih ng	5	t ɐ ʃ ɪ ŋ
TUSK'S	t ah s k s	5	t ɐ s k s
TUSKED	t ah s k t	5	t ɐ s k t
TUSKER	t ah s k ax	5	t ɐ s k ə
TUSKES	t ah s k s	5	t ɐ s k s
TUSKS	t ah s k s	5	t ɐ s k s
TUSKY	t ah s k iy	5	t ɐ s k iː
TUSSELS	t ah s l z	5	t ɐ s l z
TUSSLED	t ah s l d	5	t ɐ s l d
TUSSLER	t ah s l ax	5	t ɐ s l ə
TUSSLES	t ah s l z	5	t ɐ s l z
TUSSOCK	t ah s ax k	5	t ɐ s ə k
TUTOR	t y uw t ax	5	t j ʉː t ə
TUTTED	t ah t ih d	5	t ɐ t ɪ d
TUTTERS	t ah t ax z	5	t ɐ t ə z
TUTTI'S	t uh t iy z	5	t ʊ t iː z
TUTTING	t ah t ih ng	5	t ɐ t ɪ ŋ
TUTTIS	t uh t iy z	5	t ʊ t iː z
TUTU'S	t uw t uw z	5	t ʉː t ʉː z
TUTUS	t uw t uw z	5	t ʉː t ʉː z
TWADDLE	t w oh d l	5	t w ɔ d l
TWADDY	t w oh d iy	5	t w ɔ d iː
TWAIN'S	t w ey n z	5	t w æɪ n z
TWAINS	t w ey n z	5	t w æɪ n z
TWANG'S	t w ae ng z	5	t w æ ŋ z
TWANGED	t w ae ng d	5	t w æ ŋ d
TWANGS	t w ae ng z	5	t w æ ŋ z
TWEAKED	t w iy k t	5	t w iː k t
TWEAKER	t w iy k ax	5	t w iː k ə
TWEAKS	t w iy k s	5	t w iː k s
TWEED'S	t w iy d z	5	t w iː d z
TWEEDLE	t w iy d l	5	t w iː d l
TWEEDS	t w iy d z	5	t w iː d z
TWEEDY	t w iy d iy	5	t w iː d iː
TWEENER	t w iy n ax	5	t w iː n ə
TWEENS	t w iy n z	5	t w iː n z
TWEENY	t w iy n iy	5	t w iː n iː
TWEETEN	t w iy t n	5	t w iː t n
TWEETER	t w iy t ax	5	t w iː t ə
TWEETIE	t w iy t iy	5	t w iː t iː
TWEETS	t w iy t s	5	t w iː t s
TWEETY	t w iy t iy	5	t w iː t iː
TWEEZER	t w iy z ax	5	t w iː z ə
TWELLS	t w eh l z	5	t w e l z
TWELVE	t w eh l v	5	t w e l v
TWERPS	t w er p s	5	t w ɜː p s
TWICER	t w ay s ax	5	t w ɑe s ə
TWIDDLE	t w ih d l	5	t w ɪ d l
TWIG'S	t w ih g z	5	t w ɪ g z
TWIGGED	t w ih g d	5	t w ɪ g d
TWIGGIER	t w ih g ia	5	t w ɪ g ɪə
TWIGGY	t w ih g iy	5	t w ɪ g iː
TWIGS	t w ih g z	5	t w ɪ g z
TWILL'S	t w ih l z	5	t w ɪ l z
TWILLED	t w ih l d	5	t w ɪ l d
TWILLER	t w ih l ax	5	t w ɪ l ə
TWILLIE	t w ih l iy	5	t w ɪ l iː
TWILLS	t w ih l z	5	t w ɪ l z
TWILLY	t w ih l iy	5	t w ɪ l iː
TWIN'S	t w ih n z	5	t w ɪ n z
TWINED	t w ay n d	5	t w ɑe n d
TWINER	t w ay n ax	5	t w ɑe n ə
TWINES	t w ay n z	5	t w ɑe n z
TWINGE	t w ih n jh	5	t w ɪ n dʒ
TWINNED	t w ih n d	5	t w ɪ n d
TWINNER	t w ih n ax	5	t w ɪ n ə
TWINS	t w ih n z	5	t w ɪ n z
TWIRLED	t w er l d	5	t w ɜː l d
TWIRLER	t w er l ax	5	t w ɜː l ə
TWIRLS	t w er l z	5	t w ɜː l z
TWIRPED	t w er p t	5	t w ɜː p t
TWIRPS	t w er p s	5	t w ɜː p s
TWIST	t w ih s t	5	t w ɪ s t
TWIT'S	t w ih t s	5	t w ɪ t s
TWITCHED	t w ih ch t	5	t w ɪ tʃ t
TWITCHER	t w ih ch ax	5	t w ɪ tʃ ə
TWITS	t w ih t s	5	t w ɪ t s
TWITTER	t w ih t ax	5	t w ɪ t ə
TWITTY	t w ih t iy	5	t w ɪ t iː
TWO-EDGED	t uw eh jh d	5	t ʉː e dʒ d
TWO-PIECE	t uw p iy s	5	t ʉː p iː s
TWO-PLY	t uw p l ay	5	t ʉː p l ɑe
TWO-TIME	t uw t ay m	5	t ʉː t ɑe m
TWOHILL	t uw hh ih l	5	t ʉː h ɪ l
TWOSOME	t uw s ah m	5	t ʉː s ɐ m
TYCOON	t ay k uw n	5	t ɑe k ʉː n
TYINGS	t ay ih ng z	5	t ɑe ɪ ŋ z
TYNER	t ay n ax r	5	t ɑe n ə ɹ
TYNER'S	t ay n aa z	5	t ɑe n ɐː z
TYPEBAR	t ay p b aa	5	t ɑe p b ɐː
TYPHOID	t ay f oy d	5	t ɑe f oɪ d
TYPHOON	t ay f uw n	5	t ɑe f ʉː n
TYPHOUS	t ay f ax s	5	t ɑe f ə s
TYPHUS	t ay f ax s	5	t ɑe f ə s
TYPIC	t ih p ih k	5	t ɪ p ɪ k
TYPING	t ay p ih ng	5	t ɑe p ɪ ŋ
TYPOS	t ay p ow z	5	t ɑe p əʉ z
TYRE'S	t ay ax r z	5	t ɑe ə ɹ z
TYRED	t ay ax r d	5	t ɑe ə ɹ d
TYREE'S	t ay ax iy z	5	t ɑe ə iː z
TYRIAN	t ih r ia n	5	t ɪ ɹ ɪə n
TYRO	t ay ax r ow	5	t ɑe ə ɹ əʉ
TYRONE	t ih r ow n	5	t ɪ ɹ əʉ n
TZUPO	t s uw p ow	5	t s ʉː p əʉ
U-BOAT	y uw b ow t	5	j ʉː b əʉ t
U-TURN	y uw t er n	5	j ʉː t ɜː n
U._D._I.	y uw d ih ay	5	j ʉː d ɪ ɑe
U._F._O.	y uw eh f ow	5	j ʉː e f əʉ
U._N.'S	y uw eh n z	5	j ʉː e n z
U._N._D.	y uw eh n d	5	j ʉː e n d
U._S._A.	y uw eh s ey	5	j ʉː e s æɪ
UDAL	y uw d ax l	5	j ʉː d ə l
UDDERED	ah d ax r d	5	ɐ d ə ɹ d
UDDERLY	ah d ax l iy	5	ɐ d ə l iː
UDINE	uw d iy n ax	5	ʉː d iː n ə
UGLIER	ah g l ia r	5	ɐ g l ɪə ɹ
UGLIES	ah g l ih z	5	ɐ g l ɪ z
UGLY'S	ah g l iy z	5	ɐ g l iː z
UGRIAN	uw g r ia n	5	ʉː g ɹ ɪə n
UHLAND	uh l aa n d	5	ʊ l ɐː n d
UHLANS	uh l aa n z	5	ʊ l ɐː n z
UKASE	y uw k ey s	5	j ʉː k æɪ s
ULAND	uh l aa n d	5	ʊ l ɐː n d
ULCER	ah l s ax r	5	ɐ l s ə ɹ
ULCER'S	ah l s ax z	5	ɐ l s ə z
ULCERED	ah l s ax d	5	ɐ l s ə d
ULCERS	ah l s ax z	5	ɐ l s ə z
ULEMA	uw l ih m ax	5	ʉː l ɪ m ə
ULLAGED	ah l ih jh d	5	ɐ l ɪ dʒ d
ULMAN	ah l m ax n	5	ɐ l m ə n
ULMAR	ah l m ax r	5	ɐ l m ə ɹ
ULMER	ah l m ax r	5	ɐ l m ə ɹ
ULMUS	ah l m ax s	5	ɐ l m ə s
ULNA'S	ah l n ax z	5	ɐ l n ə z
ULNAS	ah l n ax z	5	ɐ l n ə z
ULSTER	ah l s t ax	5	ɐ l s t ə
ULTRA	ah l t r ax	5	ɐ l t ɹ ə
ULTRA-	ah l t r ax	5	ɐ l t ɹ ə
ULVAS	ah l v ax z	5	ɐ l v ə z
ULVERT	ah l v ax t	5	ɐ l v ə t
UMBACH	ah m b ae k	5	ɐ m b æ k
UMBAUGH	ah m b ax er	5	ɐ m b ə ɜː
UMBEL	ah m b ax l	5	ɐ m b ə l
UMBER	ah m b ax r	5	ɐ m b ə ɹ
UMBERED	ah m b ax d	5	ɐ m b ə d
UMBERG	ah m b er g	5	ɐ m b ɜː g
UMBERS	ah m b ax z	5	ɐ m b ə z
UMBERT	ah m b er t	5	ɐ m b ɜː t
UMBLES	ah m b l z	5	ɐ m b l z
UMBONE	ah m b ow n	5	ɐ m b əʉ n
UMBRA	ah m b r ax	5	ɐ m b ɹ ə
UMBRAE	ah m b r iy	5	ɐ m b ɹ iː
UMBRIA	ah m b r ia	5	ɐ m b ɹ ɪə
UMIAK	uw m ih ae k	5	ʉː m ɪ æ k
UMLAUT	uh m l aw t	5	ʊ m l æɔ t
UMPING	ah m p ih ng	5	ɐ m p ɪ ŋ
UMPIRE	ah m p ay ax	5	ɐ m p ɑe ə
UMPTY	ah m p t iy	5	ɐ m p t iː
UNABLE	ah n ey b l	5	ɐ n æɪ b l
UNADOR	ah n ax d ao	5	ɐ n ə d oː
UNARMED	ah n aa m d	5	ɐ n ɐː m d
UNARMS	ah n aa m z	5	ɐ n ɐː m z
UNAWARE	ah n ax w ea	5	ɐ n ə w eː
UNAWAY	ah n ax w ey	5	ɐ n ə w æɪ
UNBAR	ah n b aa r	5	ɐ n b ɐː ɹ
UNBARK	ah n b aa k	5	ɐ n b ɐː k
UNBARRED	ah n b aa d	5	ɐ n b ɐː d
UNBARS	ah n b aa z	5	ɐ n b ɐː z
UNBEAR	ah n b ea r	5	ɐ n b eː ɹ
UNBID	ah n b ih d	5	ɐ n b ɪ d
UNBOAT	ah n b ow t	5	ɐ n b əʉ t
UNBOIL	ah n b oy l	5	ɐ n b oɪ l
UNBORN	ah n b ao n	5	ɐ n b oː n
UNBORNE	ah n b ao n	5	ɐ n b oː n
UNBOUGHT	ah n b ao t	5	ɐ n b oː t
UNBOWED	ah n b aw d	5	ɐ n b æɔ d
UNBURN	ah n b er n	5	ɐ n b ɜː n
UNCALL	ah n k ao l	5	ɐ n k oː l
UNCAP	ah n k ae p	5	ɐ n k æ p
UNCARED	ah n k ea d	5	ɐ n k eː d
UNCERT	ah n s er t	5	ɐ n s ɜː t
UNCHAIN	ah n ch ey n	5	ɐ n tʃ æɪ n
UNCHARGE	ah n ch aa jh	5	ɐ n tʃ ɐː dʒ
UNCHECK	ah n ch eh k	5	ɐ n tʃ e k
UNCIAL	ah n s ia l	5	ɐ n s ɪə l
UNCLE'S	ah ng k l z	5	ɐ ŋ k l z
UNCLEAR	ah n k l ia	5	ɐ n k l ɪə
UNCLED	ah ng k l d	5	ɐ ŋ k l d
UNCLES	ah ng k l z	5	ɐ ŋ k l z
UNCOIL	ah n k oy l	5	ɐ n k oɪ l
UNCOME	ah n k ah m	5	ɐ n k ɐ m
UNCORD	ah n k ao d	5	ɐ n k oː d
UNCORED	ah n k ao d	5	ɐ n k oː d
UNCORK	ah n k ao k	5	ɐ n k oː k
UNCOS	ah ng k ow z	5	ɐ ŋ k əʉ z
UNCOUTH	ah n k uw th	5	ɐ n k ʉː θ
UNCTION	ah ng k sh n	5	ɐ ŋ k ʃ n
UNCULL	ah n k ah l	5	ɐ n k ɐ l
UNCURB	ah n k er b	5	ɐ n k ɜː b
UNCURL	ah n k er l	5	ɐ n k ɜː l
UNCUT	ah n k ah t	5	ɐ n k ɐ t
UNDAMN	ah n d ae m	5	ɐ n d æ m
UNDATE	ah n d ey t	5	ɐ n d æɪ t
UNDECK	ah n d eh k	5	ɐ n d e k
UNDEED	ah n d iy d	5	ɐ n d iː d
UNDEEP	ah n d iy p	5	ɐ n d iː p
UNDER	ah n d ax r	5	ɐ n d ə ɹ
UNDER'S	ah n d ax z	5	ɐ n d ə z
UNDER-	ah n d ax r	5	ɐ n d ə ɹ
UNDERER	ah n d ax ax	5	ɐ n d ə ə
UNDERS	ah n d ax z	5	ɐ n d ə z
UNDID	ah n d ih d	5	ɐ n d ɪ d
UNDIES	ah n d ih z	5	ɐ n d ɪ z
UNDINE	ah n d iy n	5	ɐ n d iː n
UNDING	ah n d ih ng	5	ɐ n d ɪ ŋ
UNDOCK	ah n d oh k	5	ɐ n d ɔ k
UNDOER	ah n d uw ax	5	ɐ n d ʉː ə
UNDOES	ah n d ah z	5	ɐ n d ɐ z
UNDONE	ah n d ah n	5	ɐ n d ɐ n
UNDOUBT	ah n d aw t	5	ɐ n d æɔ t
UNDRAW	ah n d r ao	5	ɐ n d ɹ oː
UNDUE	ah n d y uw	5	ɐ n d j ʉː
UNEARNED	ah n er n d	5	ɐ n ɜː n d
UNEARTHED	ah n er th t	5	ɐ n ɜː θ t
UNEARTHS	ah n er th s	5	ɐ n ɜː θ s
UNEASY	ah n iy z iy	5	ɐ n iː z iː
UNEATEN	ah n iy t n	5	ɐ n iː t n
UNEVEN	ah n iy v n	5	ɐ n iː v n
UNFAIR	ah n f ea r	5	ɐ n f eː ɹ
UNFAIRED	ah n f ea d	5	ɐ n f eː d
UNFAIRER	ah n f ea ax	5	ɐ n f eː ə
UNFAITH	ah n f ey th	5	ɐ n f æɪ θ
UNFED	ah n f eh d	5	ɐ n f e d
UNFEED	ah n f iy d	5	ɐ n f iː d
UNFEIGN	ah n f ey n	5	ɐ n f æɪ n
UNFIGHT	ah n f ay t	5	ɐ n f ɑe t
UNFISH	ah n f ih sh	5	ɐ n f ɪ ʃ
UNFIT	ah n f ih t	5	ɐ n f ɪ t
UNFLOOR	ah n f l ao	5	ɐ n f l oː
UNFORM	ah n f ao m	5	ɐ n f oː m
UNFREE	ah n f r iy	5	ɐ n f ɹ iː
UNFURL	ah n f er l	5	ɐ n f ɜː l
UNGIRD	ah n g er d	5	ɐ n g ɜː d
UNGLUE	ah n g l uw	5	ɐ n g l ʉː
UNGOWN	ah n g aw n	5	ɐ n g æɔ n
UNGROW	ah n g r ow	5	ɐ n g ɹ əʉ
UNGUARD	ah n g aa d	5	ɐ n g ɐː d
UNHANG	ah n hh ae ng	5	ɐ n h æ ŋ
UNHARD	ah n hh aa d	5	ɐ n h ɐː d
UNHAT	ah n hh ae t	5	ɐ n h æ t
UNHEARD	ah n hh er d	5	ɐ n h ɜː d
UNHITCH	ah n hh ih ch	5	ɐ n h ɪ tʃ
UNHOOD	ah n hh uh d	5	ɐ n h ʊ d
UNHOOK	ah n hh uh k	5	ɐ n h ʊ k
UNHORSE	ah n hh ao s	5	ɐ n h oː s
UNHOUSE	ah n hh aw s	5	ɐ n h æɔ s
UNHUNG	ah n hh ah ng	5	ɐ n h ɐ ŋ
UNHURT	ah n hh er t	5	ɐ n h ɜː t
UNIA'S	y uw n ia z	5	j ʉː n ɪə z
UNIMED	ah n ih m d	5	ɐ n ɪ m d
UNION	y uw n ia n	5	j ʉː n ɪə n
UNIQUE	y uw n iy k	5	j ʉː n iː k
UNIT	y uw n ih t	5	j ʉː n ɪ t
UNITE	y uw n ay t	5	j ʉː n ɑe t
UNKIRK	ah n k er k	5	ɐ n k ɜː k
UNKISS	ah n k ih s	5	ɐ n k ɪ s
UNKNOT	ah n n oh t	5	ɐ n n ɔ t
UNKNOWN	ah n n ow n	5	ɐ n n əʉ n
UNLACE	ah n l ey s	5	ɐ n l æɪ s
UNLADE	ah n l ey d	5	ɐ n l æɪ d
UNLASH	ah n l ae sh	5	ɐ n l æ ʃ
UNLATCH	ah n l ae ch	5	ɐ n l æ tʃ
UNLEARN	ah n l er n	5	ɐ n l ɜː n
UNLEASH	ah n l iy sh	5	ɐ n l iː ʃ
UNLED	ah n l eh d	5	ɐ n l e d
UNLESS	ax n l eh s	5	ə n l e s
UNLESSE	ax n l eh s	5	ə n l e s
UNLET	ah n l eh t	5	ɐ n l e t
UNLIGHT	ah n l ay t	5	ɐ n l ɑe t
UNLIKE	ah n l ay k	5	ɐ n l ɑe k
UNLINE	ah n l ay n	5	ɐ n l ɑe n
UNLIT	ah n l ih t	5	ɐ n l ɪ t
UNLOAD	ah n l ow d	5	ɐ n l əʉ d
UNLOCK	ah n l oh k	5	ɐ n l ɔ k
UNLOOK	ah n l uh k	5	ɐ n l ʊ k
UNLOOSE	ah n l uw s	5	ɐ n l ʉː s
UNLOVE	ah ng l ah v	5	ɐ ŋ l ɐ v
UNLUCK	ah n l ah k	5	ɐ n l ɐ k
UNMADE	ah n m ey d	5	ɐ n m æɪ d
UNMAIL	ah n m ey l	5	ɐ n m æɪ l
UNMAKE	ah n m ey k	5	ɐ n m æɪ k
UNMAN	ah n m ae n	5	ɐ n m æ n
UNMOORED	ah n m ua d	5	ɐ n m ʊə d
UNNAME	ah n n ey m	5	ɐ n n æɪ m
UNNERVE	ah n n er v	5	ɐ n n ɜː v
UNOWNED	ah n ow n d	5	ɐ n əʉ n d
UNPACK	ah n p ae k	5	ɐ n p æ k
UNPAID	ah n p ey d	5	ɐ n p æɪ d
UNPAIRED	ah n p ea d	5	ɐ n p eː d
UNPAVE	ah n p ey v	5	ɐ n p æɪ v
UNPEACE	ah n p iy s	5	ɐ n p iː s
UNPEEL	ah n p iy l	5	ɐ n p iː l
UNPICK	ah n p ih k	5	ɐ n p ɪ k
UNPILE	ah n p ay l	5	ɐ n p ɑe l
UNPIN	ah n p ih n	5	ɐ n p ɪ n
UNRACK	ah n r ae k	5	ɐ n ɹ æ k
UNREAD	ah n r eh d	5	ɐ n ɹ e d
UNREAL	ah n r ia l	5	ɐ n ɹ ɪə l
UNRICH	ah n r ih ch	5	ɐ n ɹ ɪ tʃ
UNRIGHT	ah n r ay t	5	ɐ n ɹ ɑe t
UNRIPE	ah n r ay p	5	ɐ n ɹ ɑe p
UNROBE	ah n r ow b	5	ɐ n ɹ əʉ b
UNROLE	ah n r ow l	5	ɐ n ɹ əʉ l
UNROLL	ah n r ow l	5	ɐ n ɹ əʉ l
UNROOF	ah n r uw f	5	ɐ n ɹ ʉː f
UNROPE	ah n r ow p	5	ɐ n ɹ əʉ p
UNRULE	ah n r uw l	5	ɐ n ɹ ʉː l
UNSACK	ah n s ae k	5	ɐ n s æ k
UNSAFE	ah n s ey f	5	ɐ n s æɪ f
UNSAID	ah n s eh d	5	ɐ n s e d
UNSANG	ah n s ae ng	5	ɐ n s æ ŋ
UNSAYS	ah n s ey z	5	ɐ n s æɪ z
UNSEAL	ah n s iy l	5	ɐ n s iː l
UNSEAT	ah n s iy t	5	ɐ n s iː t
UNSEED	ah n s iy d	5	ɐ n s iː d
UNSEEN	ah n s iy n	5	ɐ n s iː n
UNSET	ah n s eh t	5	ɐ n s e t
UNSHADE	ah n sh ey d	5	ɐ n ʃ æɪ d
UNSHAPE	ah n sh ey p	5	ɐ n ʃ æɪ p
UNSHEATHE	ah n sh iy dh	5	ɐ n ʃ iː ð
UNSHIP	ah n sh ih p	5	ɐ n ʃ ɪ p
UNSHOD	ah n sh oh d	5	ɐ n ʃ ɔ d
UNSHOP	ah n sh oh p	5	ɐ n ʃ ɔ p
UNSHORE	ah n sh ao r	5	ɐ n ʃ oː ɹ
UNSHORN	ah n sh ao n	5	ɐ n ʃ oː n
UNSHOT	ah n sh oh t	5	ɐ n ʃ ɔ t
UNSHUT	ah n sh ah t	5	ɐ n ʃ ɐ t
UNSICK	ah n s ih k	5	ɐ n s ɪ k
UNSIGHT	ah n s ay t	5	ɐ n s ɑe t
UNSORT	ah n s ao t	5	ɐ n s oː t
UNSOUGHT	ah n s ao t	5	ɐ n s oː t
UNSTER	ah n s t ax	5	ɐ n s t ə
UNSUIT	ah n s uw t	5	ɐ n s ʉː t
UNSUNG	ah n s ah ng	5	ɐ n s ɐ ŋ
UNSURE	ah n sh ua r	5	ɐ n ʃ ʊə ɹ
UNTALS	ah n t l z	5	ɐ n t l z
UNTAME	ah n t ey m	5	ɐ n t æɪ m
UNTAUGHT	ah n t ao t	5	ɐ n t oː t
UNTAUT	ah n t ao t	5	ɐ n t oː t
UNTEACH	ah n t iy ch	5	ɐ n t iː tʃ
UNTELL	ah n t eh l	5	ɐ n t e l
UNTHOUGHT	ah n th ao t	5	ɐ n θ oː t
UNTIED	ah n t ay d	5	ɐ n t ɑe d
UNTIES	ah n t ay z	5	ɐ n t ɑe z
UNTIL	ah n t ih l	5	ɐ n t ɪ l
UNTILL	ah n t ih l	5	ɐ n t ɪ l
UNTINTED	ah n t ih d	5	ɐ n t ɪ d
UNTIRE	ah n t ay ax	5	ɐ n t ɑe ə
UNTOUCH	ah n t ah ch	5	ɐ n t ɐ tʃ
UNTRUE	ah n t r uw	5	ɐ n t ɹ ʉː
UNTUCK	ah n t ah k	5	ɐ n t ɐ k
UNTURN	ah n t er n	5	ɐ n t ɜː n
UNVEIL	ah n v ey l	5	ɐ n v æɪ l
UNVOICE	ah n v oy s	5	ɐ n v oɪ s
UNWARE	ah n w ea r	5	ɐ n w eː ɹ
UNWARM	ah n w ao m	5	ɐ n w oː m
UNWARN	ah n w ao n	5	ɐ n w oː n
UNWEAVE	ah n w iy v	5	ɐ n w iː v
UNWED	ah n w eh d	5	ɐ n w e d
UNWELL	ah n w eh l	5	ɐ n w e l
UNWILL	ah n w ih l	5	ɐ n w ɪ l
UNWISE	ah n w ay z	5	ɐ n w ɑe z
UNWIT	ah n w ih t	5	ɐ n w ɪ t
UNWORD	ah n w er d	5	ɐ n w ɜː d
UNWORK	ah n w er k	5	ɐ n w ɜː k
UNWORN	ah n w ao n	5	ɐ n w oː n
UNWORTH	ah n w er th	5	ɐ n w ɜː θ
UNWRAP	ah n r ae p	5	ɐ n ɹ æ p
UNWRIT	ah n r ih t	5	ɐ n ɹ ɪ t
UNWROUGHT	ah n r ao t	5	ɐ n ɹ oː t
UNYOKE	ah n y ow k	5	ɐ n j əʉ k
UNZIP	ah n z ih p	5	ɐ n z ɪ p
UP-BEAT	ah p b iy t	5	ɐ p b iː t
UPAS	y uw p ax s	5	j ʉː p ə s
UPBRAY	ah p b r ey	5	ɐ p b ɹ æɪ
UPDATE	ah p d ey t	5	ɐ p d æɪ t
UPHEAP	ah p hh iy p	5	ɐ p h iː p
UPHEAVE	ah p hh iy v	5	ɐ p h iː v
UPHILL	ah p hh ih l	5	ɐ p h ɪ l
UPHOLE	ah p hh ow l	5	ɐ p h əʉ l
UPKEEP	ah p k iy p	5	ɐ p k iː p
UPPERER	ah p ax ax r	5	ɐ p ə ə ɹ
UPPERER	ah p ax r ax	5	ɐ p ə ɹ ə
UPPITY	ah p ih t iy	5	ɐ p ɪ t iː
UPRAISE	ah p r ey z	5	ɐ p ɹ æɪ z
UPRATE	ah p r ey t	5	ɐ p ɹ æɪ t
UPREARD	ah p r ia d	5	ɐ p ɹ ɪə d
UPREARED	ah p r ia d	5	ɐ p ɹ ɪə d
UPREARS	ah p r ia z	5	ɐ p ɹ ɪə z
UPRIGHT	ah p r ay t	5	ɐ p ɹ ɑe t
UPRISE	ah p r ay z	5	ɐ p ɹ ɑe z
UPRITE	ah p r ay t	5	ɐ p ɹ ɑe t
UPROAR	ah p r ao r	5	ɐ p ɹ oː ɹ
UPROARS	ah p r ao z	5	ɐ p ɹ oː z
UPROOM	ah p r uw m	5	ɐ p ɹ ʉː m
UPROOT	ah p r uw t	5	ɐ p ɹ ʉː t
UPSET	ah p s eh t	5	ɐ p s e t
UPSHAW	ah p s hh ao	5	ɐ p s h oː
UPSHOT	ah p sh oh t	5	ɐ p ʃ ɔ t
UPSIDE	ah p s ay d	5	ɐ p s ɑe d
UPSIZE	ah p s ay z	5	ɐ p s ɑe z
UPSTARE	ah p s t ea	5	ɐ p s t eː
UPSTAY	ah p s t ey	5	ɐ p s t æɪ
UPSURGE	ah p s er jh	5	ɐ p s ɜː dʒ
UPTAKE	ah p t ey k	5	ɐ p t æɪ k
UPTIDE	ah p t ay d	5	ɐ p t ɑe d
UPTIGHT	ah p t ay t	5	ɐ p t ɑe t
UPTILL	ah p t ih l	5	ɐ p t ɪ l
UPTON	ah p t ax n	5	ɐ p t ə n
